,subject,prediction,groundtruth
0,7,6,6
1,7,6,6
2,7,8,8
3,7,8,8
4,7,8,8
5,7,8,8
6,7,3,3
7,7,3,3
8,7,4,4
9,7,4,4
10,7,4,4
11,7,4,4
12,7,7,7
13,7,7,7
14,7,7,7
15,7,5,5
16,7,5,5
17,7,5,5
18,7,6,6
19,7,7,7
20,7,7,7
21,7,3,3
22,7,3,3
23,7,4,4
24,7,4,4
25,7,4,4
26,7,4,4
27,7,4,4
28,7,4,4
29,7,4,4
30,7,4,8
31,7,4,4
32,7,4,4
33,7,4,4
34,7,4,4
35,7,4,4
36,7,4,4
37,7,4,4
38,7,8,8
39,7,8,8
40,7,8,8
41,7,3,3
42,7,4,4
43,7,4,4
44,7,4,4
45,7,8,8
46,7,8,4
47,7,4,4
48,7,4,4
49,7,8,8
50,7,8,8
51,7,8,8
52,7,8,8
53,7,8,8
54,7,8,8
55,7,3,3
56,7,4,4
57,7,8,4
58,7,8,4
59,7,8,4
60,7,8,4
61,7,8,8
62,7,8,8
63,7,8,8
64,7,4,4
65,7,4,4
66,7,4,4
67,7,7,7
68,7,7,7
69,7,5,5
70,7,5,5
71,7,9,2
72,7,9,8
73,7,9,3
74,7,3,3
75,7,3,3
76,7,4,4
77,7,4,4
78,7,8,8
79,7,8,8
80,7,8,8
81,7,8,4
82,7,8,4
83,7,8,4
84,7,8,4
85,7,8,8
86,7,8,8
87,7,8,8
88,7,4,4
89,7,4,4
90,7,4,4
91,7,7,7
92,7,7,7
93,7,7,7
94,7,7,7
95,7,7,7
96,7,7,7
97,7,7,7
98,7,5,5
99,7,5,5
100,7,3,3
101,7,3,3
102,7,4,4
103,7,4,4
104,7,4,4
105,7,4,4
106,7,4,4
107,7,4,4
108,7,4,4
109,7,4,4
110,7,4,4
111,7,4,4
112,7,4,4
113,7,4,4
114,7,4,4
115,7,4,3
116,7,4,4
117,7,4,4
118,7,4,4
119,7,0,8
120,7,8,8
121,7,8,8
122,7,8,8
123,7,8,8
124,7,8,8
125,7,8,8
126,7,8,8
127,7,8,8
128,7,3,3
129,7,4,3
130,7,4,4
131,7,4,4
132,7,4,4
133,7,4,4
134,7,4,4
135,7,4,4
136,7,7,7
137,7,7,7
138,7,2,2
139,7,2,2
